location,Date,Time,pres-ID-001_feed,pres-ID-001_inlet,pres-ID-001_outlet,micro-ID-001_inlet5,micro-ID-001_outlet5,micro-ID-001_inlet1,micro-ID-001_outlet1,HP-ID-001,mem-ID-001_feed,mem-ID-001_waste,flow-ID_001_feed,flow-ID-001_product,flow-ID-001_waste,elect-ID-001_feed,elect-ID-001_product,elect-ID-001_waste,PH-ID-001_feed,PH-ID-001_product,HP-ID-speed-001
"Amsterdam, Netherlands",01/05/2024,0:00:00,9.95466921,NA,16.39424573,13.70245537,9.257285396,6.927324345,10.98854668,4.89613828,50.11423572,44.60274983,418.0438945,73.30690281,127.8035281,67226.2322,1264.356648,129242.0452,7.971971336,6.653753989,8289.813095
"Amsterdam, Netherlands",01/05/2024,1:00:00,8.513695463,NA,7.161385173,4.970544657,16.33751061,4.592070493,5.972553924,7.052939599,66.9947321,62.09261747,159.8189749,98.03904848,167.759703,45606.33823,1378.060428,72754.06035,13.97248903,8.291429781,2684.583648
"Amsterdam, Netherlands",01/05/2024,2:00:00,12.57689629,NA,5.842167445,22.43682938,5.859697915,6.040651686,18.26216795,4.262009732,40.01370339,50.79778113,186.6473687,358.0326109,97.18228986,39871.9336,2261.261538,124896.5231,8.627546384,12.59176688,3989.197895
"Amsterdam, Netherlands",01/05/2024,3:00:00,5.570517739,NA,10.05600791,10.16664814,13.62714033,6.688038819,5.6918577,31.72538154,36.04252422,54.06683974,618.8004187,88.06356274,176.9774861,85439.5998,655.7375728,181995.1805,8.896751469,9.484686215,5396.991758
"Amsterdam, Netherlands",01/05/2024,4:00:00,5.703539271,NA,6.232875362,14.37404212,26.61926143,7.08212235,3.92274701,18.13615237,73.15079518,40.45164905,398.8070623,87.34665682,82.29722439,26380.24984,1123.239846,50980.71683,8.164663816,6.252033845,8264.703145
"Amsterdam, Netherlands",01/05/2024,5:00:00,7.109106568,NA,6.850672574,5.265127704,6.766898553,5.721738981,14.17444776,12.22894635,36.73016153,58.62826438,199.6295585,74.06570906,78.50150127,46923.48328,1243.132814,127616.907,13.05537499,30.33243139,4296.969381
"Amsterdam, Netherlands",01/05/2024,6:00:00,7.096827378,NA,16.23798072,4.8192225,6.027310324,12.89981899,9.084390414,7.057116478,47.68468522,66.26418409,234.7236079,251.393275,98.46167285,31664.30993,1224.903241,112147.9981,14.86178017,6.194579559,6193.274301
"Amsterdam, Netherlands",01/05/2024,7:00:00,6.184440741,NA,16.16445542,7.754837979,6.508716233,5.663626666,4.621673868,7.755276343,37.40050852,39.67388652,224.2317014,146.6786545,132.5016826,56098.34672,787.5219604,56343.51899,10.32596569,14.55500465,4183.287665
"Amsterdam, Netherlands",01/05/2024,8:00:00,20.12167691,NA,13.29838131,11.54289227,8.207430374,8.64703563,8.843283194,8.597597569,30.84545157,127.4506901,167.8624283,127.6795908,82.8870628,28680.09112,679.5926054,110707.2194,12.54497852,13.21310685,2916.953094
"Amsterdam, Netherlands",01/05/2024,9:00:00,5.557428614,NA,5.321379876,25.07229915,4.389586454,8.151106909,5.82077764,4.019059628,112.9383108,29.62567854,181.8430883,115.7157226,134.720975,30771.16946,1846.548874,58992.16538,11.85403409,9.024027786,3577.433079
"Amsterdam, Netherlands",01/05/2024,10:00:00,10.82608231,NA,6.479339378,4.587674751,15.19348384,9.712554918,9.469412152,8.774322172,148.463786,47.30707666,251.4345834,181.367175,82.35274589,27501.86982,1224.294014,83403.41068,17.95818452,26.16938202,4094.686946
"Amsterdam, Netherlands",01/05/2024,11:00:00,7.993159529,NA,40.52971645,4.609724963,9.05416454,6.377065722,4.060365065,10.67313783,62.56375816,62.5649033,628.1248691,225.7759762,132.727759,33862.10919,886.5555968,69445.71138,6.937605723,21.6994555,3953.065098
"Amsterdam, Netherlands",01/05/2024,12:00:00,6.917473589,NA,19.79115235,12.74943833,6.796462036,14.11359258,5.220236859,7.015891038,30.50045709,38.82557086,178.3261467,70.975866,138.0276551,51965.18872,817.3805108,100318.536,9.568626162,7.132738402,6172.361687
"Amsterdam, Netherlands",01/05/2024,13:00:00,7.436436288,NA,5.189041561,15.89477402,9.403165109,5.152047679,7.341718848,4.768017497,30.63620275,61.99857454,168.404048,130.2007333,115.4411709,52433.30201,569.0526565,66560.20129,9.123664847,9.100762872,8429.643256
"Amsterdam, Netherlands",01/05/2024,14:00:00,6.416733821,NA,5.231431971,7.907236188,9.430922474,16.99468359,10.1129722,11.50574115,93.01068272,28.67937597,456.6711157,109.2075911,90.90630559,65419.34566,758.7517293,100172.7525,8.936500714,9.326927351,3740.845884
"Amsterdam, Netherlands",01/05/2024,15:00:00,9.988845101,NA,10.68845098,8.001720365,9.289494225,10.79078803,14.57712997,4.473113077,80.94513386,36.72125588,148.295375,101.8404358,96.64860189,42442.62146,845.7207793,156634.8543,10.34394685,9.161245574,4399.792488
"Amsterdam, Netherlands",01/05/2024,16:00:00,13.84129911,NA,7.660870837,9.64743561,16.97113643,11.21789308,30.11175843,11.69607275,42.69754354,33.42632183,296.5813796,149.6853103,140.4345417,52467.89907,685.205158,68810.46419,9.635304019,9.065762673,6968.501781
"Amsterdam, Netherlands",01/05/2024,17:00:00,7.985306248,NA,9.983618661,4.746865579,5.188306054,4.885342909,15.9386018,6.108870998,68.70506083,42.24897268,197.9958661,126.9843543,201.9334924,92041.91093,656.1625554,85498.93606,10.2810183,18.34167186,2925.26525
"Amsterdam, Netherlands",01/05/2024,18:00:00,8.591048111,NA,4.918764697,9.582528034,5.774152016,5.385706114,6.379295976,5.445580979,45.46680596,28.41434654,238.1283692,71.03816518,189.5842642,77558.47437,669.3040998,63237.14786,7.828424464,13.71647874,4024.746971
"Amsterdam, Netherlands",01/05/2024,19:00:00,27.22146324,NA,8.626167763,9.099278576,4.860825867,4.719628448,7.292783009,21.32291618,52.18245359,32.52176294,220.5055009,74.39921728,94.52986196,38144.6475,617.8030204,53811.79194,7.974289438,37.96308331,4060.815824
"Amsterdam, Netherlands",01/05/2024,20:00:00,9.953008548,NA,8.18259145,5.342445204,4.54600859,15.18641751,4.198622289,5.309283815,45.78869073,48.43619861,213.5988442,162.9521911,77.9113022,49708.93519,693.4388706,57452.68729,11.10224105,8.551759879,8734.02344
"Amsterdam, Netherlands",01/05/2024,21:00:00,10.61570454,NA,5.462952073,8.4319697,13.87005057,5.400896982,5.009735131,7.611564761,93.88580902,30.53089682,267.8617864,104.353993,147.5726179,30515.84896,1036.445226,82727.7186,28.06847834,9.782779633,3424.813905
"Amsterdam, Netherlands",01/05/2024,22:00:00,13.42048929,NA,7.237111117,5.779354949,14.50754054,11.06787113,5.053756013,13.90672434,46.39025359,101.0531817,226.4303245,89.43495453,250.925281,32130.38245,916.2725254,107939.1527,13.35188555,7.96524956,3575.326803
"Amsterdam, Netherlands",01/05/2024,23:00:00,12.67944022,NA,11.90714959,11.5120562,5.269896141,5.178458439,6.648979625,5.970025622,52.33408839,37.4757075,234.9804968,104.3333101,109.0718243,48603.96827,823.5923901,52877.25106,12.77175957,9.454306283,3307.739864
"Amsterdam, Netherlands",02/05/2024,0:00:00,11.71005651,NA,8.063700996,4.885858592,5.650007469,5.27269772,5.716203095,7.878009973,78.48462834,49.3979773,308.2789096,177.6225266,84.2300837,75372.50545,902.1589927,86802.24056,10.76184655,6.618085829,2772.518571
"Amsterdam, Netherlands",02/05/2024,1:00:00,14.07160265,NA,6.483565781,11.28024449,7.570692594,8.669868365,4.210453558,5.784041635,40.43876202,32.6792147,435.8934616,105.7534602,188.0374284,110753.8097,596.8467839,74419.80893,7.717261304,7.04677954,3672.306017
"Amsterdam, Netherlands",02/05/2024,2:00:00,13.48241149,NA,9.287288261,6.070474158,10.31828349,7.276012832,3.94049884,4.18642447,30.1331396,39.47970231,366.8087744,332.5037987,165.4091788,61376.17961,913.1901577,138107.0408,15.06423083,17.23331722,4047.517982
"Amsterdam, Netherlands",02/05/2024,3:00:00,13.88152375,NA,6.454419504,4.732188225,6.523108658,4.772116769,5.363444975,10.92294543,166.1059155,44.16198276,738.9101553,166.2564388,185.3092264,39744.65771,877.3165472,116458.1191,8.923391593,7.252862321,6929.221027
"Amsterdam, Netherlands",02/05/2024,4:00:00,5.571545817,NA,6.840447988,6.953783332,8.240313919,4.997498412,15.88326276,8.905841217,56.20325328,66.85931407,325.1632087,127.9905106,100.2938347,47870.21082,529.3346633,224641.9984,11.80545439,12.03918451,2672.437088
"Amsterdam, Netherlands",02/05/2024,5:00:00,8.628388333,NA,5.48397266,9.550796679,7.188642316,7.384058857,11.26279868,14.03684165,88.3847876,46.42427062,201.9303796,74.38874838,111.1017333,38519.6117,1206.857924,86315.85798,24.40788478,9.892869676,17331.00623
"Amsterdam, Netherlands",02/05/2024,6:00:00,17.10633463,NA,8.16489071,9.894134282,8.560495972,5.925641324,4.523206067,6.201751779,36.74992502,51.52159397,303.6801466,162.2950591,173.2954318,64882.21851,716.147739,104035.9425,13.1589405,13.69398418,3270.64207
"Amsterdam, Netherlands",02/05/2024,7:00:00,8.135724934,NA,14.68159546,4.571393744,5.585032421,20.9048971,6.075828667,8.333631953,49.68526977,33.84828709,262.3876111,109.4241921,99.00324782,40785.9575,1303.88711,138455.1153,14.50487448,6.394662133,6727.604385
"Amsterdam, Netherlands",02/05/2024,8:00:00,6.801612214,NA,6.051122069,10.1695764,7.736988938,6.460888351,9.317080191,4.809415478,96.91537077,35.89206719,171.0821867,71.81624544,86.79668312,40537.02374,2037.607718,68832.79894,19.41048802,21.0200524,3344.065639
"Amsterdam, Netherlands",02/05/2024,9:00:00,19.42321743,NA,12.08982674,9.677069942,5.745329143,4.414787553,13.25246882,4.270230637,32.21234097,39.3367317,149.2399567,184.4865167,73.92187799,34851.29287,512.5555322,134792.7958,18.87770419,7.486751913,3588.371237
"Amsterdam, Netherlands",02/05/2024,10:00:00,12.03673895,NA,4.987783141,4.950965479,5.241837163,10.58072965,4.403848641,9.525218161,64.18318594,40.97635629,368.4921867,105.0024668,254.9222487,84226.89152,833.4239099,163084.8386,7.712344548,11.56630701,4142.279413
"Amsterdam, Netherlands",02/05/2024,11:00:00,9.669681498,NA,6.489851486,5.456367803,5.160707429,5.04166538,4.662149805,6.643431633,64.49829897,62.55590368,310.0823323,69.17679111,366.4686119,31753.90299,593.8428328,83526.60109,18.26372046,16.70836604,11629.63871
"Amsterdam, Netherlands",02/05/2024,12:00:00,8.79811242,NA,9.310906682,6.082213532,7.413749705,7.906774211,30.19702685,4.946624555,74.47403687,37.22212776,167.1362859,78.89341437,117.8067467,50727.62639,705.8189159,60849.08925,9.390031059,10.65679062,8665.244932
"Amsterdam, Netherlands",02/05/2024,13:00:00,12.17506142,NA,7.188954206,6.138752938,5.197265841,4.445298325,12.10679463,5.486412425,60.83978927,42.33670794,271.0431432,146.7226052,87.77264688,31995.7962,792.8196145,118142.0286,28.7652463,8.06162618,5099.247982
"Amsterdam, Netherlands",02/05/2024,14:00:00,8.578897068,NA,8.237604089,5.212261509,9.148831444,6.420473398,8.747359804,4.773273666,81.01790224,31.20160639,286.075644,75.47726193,317.9474151,163897.4489,1565.52915,130489.5172,8.234581487,9.540616067,3270.85036
"Amsterdam, Netherlands",02/05/2024,15:00:00,11.49816618,NA,4.951910089,6.857775192,5.495117649,4.547540271,9.852212083,9.68029244,52.69601861,79.49740137,251.7571389,84.72883968,87.84608542,26243.99992,1173.992036,100547.8401,8.748244864,7.814438047,6204.963883
"Amsterdam, Netherlands",02/05/2024,16:00:00,7.669969935,NA,6.592503292,7.503206494,4.96093179,16.93843986,3.909527497,5.866516561,68.35788787,66.2886214,204.2547281,133.1892571,101.3453837,53516.18721,900.8115991,100107.3015,11.77050697,22.18717361,2993.693179
"Amsterdam, Netherlands",02/05/2024,17:00:00,44.33944091,NA,6.87754215,4.935734087,6.59842875,4.397380388,4.123065997,4.648476199,32.40400944,28.84167924,178.2357172,76.15596814,74.46946878,95564.21811,504.9539306,127483.6985,7.777695281,8.350980171,2979.084556
"Amsterdam, Netherlands",02/05/2024,18:00:00,9.966898612,NA,7.321185937,5.317412623,11.81482887,6.682191176,12.39803604,9.416040738,44.53961895,60.87536855,201.2987723,73.21764993,230.4628407,32771.49573,518.7022707,83737.13412,12.51565516,11.45568876,4852.301034
"Amsterdam, Netherlands",02/05/2024,19:00:00,6.617926835,NA,10.38766503,8.720240855,15.92141927,4.791651187,4.110794188,9.292670265,48.30860473,79.87494126,338.4254854,178.9323178,77.17288242,68467.16003,1133.50044,47993.05408,13.38437585,7.395539408,5791.267723
"Amsterdam, Netherlands",02/05/2024,20:00:00,11.34182961,NA,9.921090899,14.34201982,4.512085171,6.836007334,6.079386081,13.27725024,37.27292196,86.60387702,433.4160239,86.99488276,90.38095717,64769.67791,484.9862746,82101.3398,17.46730198,16.48300928,7835.969104
"Amsterdam, Netherlands",02/05/2024,21:00:00,17.54085074,NA,8.144592139,7.493640752,11.23196862,6.137977618,4.674929543,6.389959509,62.85993834,35.83851844,280.7192817,70.67087476,174.2146332,59767.31511,779.890216,99341.30991,7.266319913,10.14609258,7011.614029
"Amsterdam, Netherlands",02/05/2024,22:00:00,12.76416522,NA,7.008017273,8.063935046,12.98514793,5.557065667,10.75647776,3.701192572,118.7644841,101.109978,203.1065001,125.3925962,262.6497126,31582.33642,539.6569813,108058.5008,11.60038177,7.069899663,2675.610656
"Amsterdam, Netherlands",02/05/2024,23:00:00,8.512515008,NA,12.68120837,8.157815182,9.806238617,9.33014099,8.550470109,6.728015921,146.976668,91.66006803,282.7131126,110.6194034,99.60143716,48131.76244,1877.642914,120287.9501,11.89308736,10.87261658,3292.785157
"Amsterdam, Netherlands",03/05/2024,0:00:00,20.11648959,NA,19.53752859,8.607583077,5.925200063,6.428971895,4.049919857,5.956208555,118.3146368,34.89362419,463.2806911,102.0900988,163.8123232,77025.77198,541.9128043,82544.0503,18.6604823,11.75668579,4569.886059
"Amsterdam, Netherlands",03/05/2024,1:00:00,12.48568043,NA,4.780537419,16.97426337,6.555264679,4.922069296,5.547310837,10.63317773,89.96114569,46.17659774,214.795163,272.3982349,188.994678,30654.38528,681.1455988,152267.4224,8.373752103,23.911351,3367.452091
"Amsterdam, Netherlands",03/05/2024,2:00:00,5.889193291,NA,4.959258351,10.75045051,25.80613423,7.858001435,13.40168504,4.714181976,85.69700934,32.98667485,275.9811307,92.7800096,97.6430428,32080.05979,1609.419669,159006.8272,19.45042874,11.50970745,13795.54379
"Amsterdam, Netherlands",03/05/2024,3:00:00,7.05350079,NA,10.82376018,5.731484391,4.443313417,9.151126981,5.881848369,3.873845745,115.1239311,55.18185136,351.6130502,163.7861503,110.3296883,30223.75176,1187.150597,71619.43353,14.39061683,6.762011209,3252.732748
"Amsterdam, Netherlands",03/05/2024,4:00:00,11.16295058,NA,21.91675753,15.99152674,6.224619538,15.53606725,10.07826595,9.541523136,117.3149267,87.71926157,447.8124038,126.3170137,183.6020154,38624.65015,535.2021007,67961.68279,10.09682058,8.278504645,6309.443353
"Amsterdam, Netherlands",03/05/2024,5:00:00,7.092987782,NA,4.724136436,7.130736196,4.768833695,12.65405427,7.293650527,4.897898129,52.3795596,30.72907625,338.757967,161.1661012,83.58468047,55210.01042,662.094405,103361.0439,8.344444526,16.37409231,10452.64274
"Amsterdam, Netherlands",03/05/2024,6:00:00,10.66305681,NA,8.247950237,5.444153656,7.361212142,9.48948841,4.692985043,5.472123707,78.49669664,37.32811373,154.462077,74.95195178,203.9105557,32966.05609,1167.368516,70271.79215,23.08713999,12.88366376,2648.463539
"Amsterdam, Netherlands",03/05/2024,7:00:00,15.5942459,NA,18.49970757,29.8785358,6.738816282,8.206804209,9.866251344,6.450553444,38.62363403,32.15835298,284.689618,131.3002999,132.4451503,46969.4805,844.2816061,126315.0249,7.922088255,10.0879811,5500.140046
"Amsterdam, Netherlands",03/05/2024,8:00:00,8.448778454,NA,5.304955473,7.233991093,9.939748761,6.564520965,4.298445414,4.286227105,145.6655244,103.2682592,168.6018042,81.01605323,71.30892687,31494.55924,939.824628,181410.6197,14.94047594,27.6670843,3572.886876
"Amsterdam, Netherlands",03/05/2024,9:00:00,19.31559118,NA,9.446814794,16.89251579,5.792482948,6.224966608,4.200226532,5.462610519,94.33074962,40.77064044,333.5611957,103.7847177,385.2219512,37242.31803,1155.141697,56934.77071,11.13128318,16.53625682,2692.42643
"Amsterdam, Netherlands",03/05/2024,10:00:00,11.05755704,NA,7.719860468,10.72094693,14.19849014,7.47339167,7.559718002,4.046940457,40.37847606,43.66341207,232.3203948,322.8589023,585.8381582,33298.98348,719.5142507,145614.055,8.437629052,20.19280606,6072.686909
"Amsterdam, Netherlands",03/05/2024,11:00:00,10.93198325,NA,6.967470591,7.835050257,7.826796734,4.718980495,7.886700916,6.913543786,38.83772967,49.50492531,692.0262186,153.1789696,142.8193977,98358.21074,1048.051205,87130.33855,10.29691373,15.68674305,6073.674582
"Amsterdam, Netherlands",03/05/2024,12:00:00,10.95049592,NA,6.492320406,7.109107715,10.11854364,9.382721162,5.141201967,11.60153481,41.79867475,68.11514338,169.725723,230.5917059,92.9888871,59392.23982,1025.855757,79346.38613,17.22964925,7.617432358,3720.939577
"Amsterdam, Netherlands",03/05/2024,13:00:00,6.937209688,NA,5.865229264,9.381895304,21.64093592,21.18358244,5.191744249,15.89911695,30.99857782,112.874881,342.552667,116.7924804,94.08756326,36984.73584,589.8294052,70794.13019,13.18608627,9.252682458,7279.847628
"Amsterdam, Netherlands",03/05/2024,14:00:00,13.8404802,NA,5.270094366,10.2115165,12.65184937,10.6204178,6.942205391,5.249441486,60.71106167,81.26721924,376.9651745,388.3843011,89.18574604,41056.44973,1471.245813,76415.63957,12.38767813,11.1137069,3263.962727
"Amsterdam, Netherlands",03/05/2024,15:00:00,5.627276782,NA,8.15110828,7.559921368,27.65975304,5.149430644,4.311805874,3.814607695,36.67067622,46.7858451,175.2543396,136.6302352,88.18527949,76600.6106,708.6714753,84052.6216,7.623665969,8.299106099,7490.454843
"Amsterdam, Netherlands",03/05/2024,16:00:00,5.932606805,NA,18.46871274,6.814891974,7.795479557,7.18286083,5.693457403,5.358916973,44.69814703,52.88298025,692.9559069,102.7221912,79.83961935,66382.09102,1065.747444,66426.13373,7.994016272,31.09088821,5496.748432
"Amsterdam, Netherlands",03/05/2024,17:00:00,5.932274286,NA,9.458624348,14.92778352,10.79734045,4.421710732,19.61124146,7.731792896,43.19201484,70.09298715,260.1737379,84.98302659,89.24694863,26332.95919,594.1502499,53392.99929,7.114366589,9.046421926,2916.789538
"Amsterdam, Netherlands",03/05/2024,18:00:00,6.914079871,NA,8.079972053,14.49447411,11.35155491,16.48409739,6.321795798,6.505225824,84.56105389,69.82331506,183.8001571,147.1217501,73.04604154,56765.89814,733.7809219,57622.18299,11.69420963,6.450320217,4265.144174
"Amsterdam, Netherlands",03/05/2024,19:00:00,6.997249577,NA,6.02475658,7.989902905,8.358759341,6.70465874,8.35015372,15.43954149,68.21472866,39.84709516,994.9836113,106.2377882,77.15138101,25894.54601,770.2896352,87135.92406,7.066871979,7.091661154,4483.141865
"Amsterdam, Netherlands",03/05/2024,20:00:00,10.6511201,NA,5.569144461,12.80196963,6.031319972,7.816610796,9.737810548,13.95227382,35.61911369,77.72744162,277.9793565,75.05668947,174.6316402,85888.46433,1063.45301,56811.94671,11.62270103,7.893681113,3053.568746
"Amsterdam, Netherlands",03/05/2024,21:00:00,10.38974701,NA,11.7596648,11.95638747,8.820523616,4.727411751,11.11236777,5.451760026,33.1452772,55.48413665,259.0980016,136.5423779,130.3070267,50015.25817,1346.335252,132885.9447,7.407999739,22.27013579,12365.96685
"Amsterdam, Netherlands",03/05/2024,22:00:00,14.26898444,NA,9.826408993,7.830966004,6.958733674,12.65554153,4.399895079,9.462876695,52.92516703,36.7342836,261.3097688,135.6762063,98.55002695,74413.32144,676.3724384,73432.7709,10.30823764,15.89484424,12559.80482
"Amsterdam, Netherlands",03/05/2024,23:00:00,14.14752895,NA,6.082791049,18.63655838,9.054022138,8.818897897,4.779383256,6.909498293,76.77747624,38.43365117,198.246812,149.9750847,89.70915541,62434.99117,726.5815729,159072.5426,11.07780587,19.49971529,3186.102066
"Amsterdam, Netherlands",04/05/2024,0:00:00,19.09518592,NA,6.076498731,4.622581606,5.63821483,7.177933266,4.229520061,4.319281895,60.92356353,52.05982025,208.984687,77.87958007,188.976952,40409.98454,750.1574617,53951.16043,11.92500441,10.44325246,16508.42895
"Amsterdam, Netherlands",04/05/2024,1:00:00,13.61636797,NA,10.16023635,7.633750882,10.37831557,8.954929592,6.190576639,3.84350728,73.08755122,56.21840858,346.5569616,178.1447463,75.30479372,44715.74239,565.2295431,75917.21734,8.772417285,9.130471711,3134.457937
"Amsterdam, Netherlands",04/05/2024,2:00:00,7.452076696,NA,9.826998866,10.75351627,8.990621089,6.295972573,9.871504527,5.157282638,33.62338111,34.06490146,149.0940733,133.3862619,152.6228686,93444.53467,874.6841443,67173.74925,7.890655757,7.523334448,4306.21358
"Amsterdam, Netherlands",04/05/2024,3:00:00,6.687970021,NA,10.18722343,9.117403469,6.442571585,11.84470701,4.943779763,4.89686538,31.38993054,95.94795485,375.8246802,76.56483798,116.6055562,54058.55333,1211.232983,65603.84043,27.57194309,11.72501167,6119.508099
"Amsterdam, Netherlands",04/05/2024,4:00:00,7.919032087,NA,5.169825025,7.918485458,5.159340843,4.414800667,4.517521987,9.720714217,50.4134687,53.03051318,496.2491277,175.6980495,112.5144827,48618.69404,729.5827015,93646.02143,29.36256703,7.893387862,5967.308712
"Amsterdam, Netherlands",04/05/2024,5:00:00,5.628265838,NA,9.546042891,4.792360963,6.930925804,10.80137791,11.0789824,6.746106155,35.72775393,57.95817819,234.9813178,97.86900287,117.0649496,86627.83771,701.1705857,67935.36423,14.65454977,10.30071366,11486.33097
"Amsterdam, Netherlands",04/05/2024,6:00:00,7.126255256,NA,11.58853793,8.825218267,5.065382805,6.352400374,6.703771154,12.27057106,30.28561126,94.02725639,182.8697388,92.29912505,135.5848593,29626.4539,3030.801481,84853.9404,17.30122599,6.070400051,3493.983301
"Amsterdam, Netherlands",04/05/2024,7:00:00,8.87549897,NA,15.08617921,5.029018704,4.378151036,15.16723499,12.49890492,8.364598627,35.5429376,110.8967443,190.8219876,124.7860482,132.011859,71336.769,526.4585376,152842.8446,10.97003206,12.36303049,4416.216218
"Amsterdam, Netherlands",04/05/2024,8:00:00,8.491840758,NA,7.033669452,5.396900518,9.165649146,5.541657159,5.688321885,12.60227226,30.47383954,32.31215148,158.6168341,69.90028098,135.1386338,38699.8385,872.5774955,53995.21789,7.01039579,10.47372769,7336.686837
"Amsterdam, Netherlands",04/05/2024,9:00:00,6.566699714,NA,11.56930178,12.27920553,5.563920046,6.272163967,8.521000213,3.746430087,44.03542075,44.86507408,353.748016,90.73752315,150.2625648,47161.24282,486.5130697,138751.8183,7.746560411,10.37894205,9046.227732
"Amsterdam, Netherlands",04/05/2024,10:00:00,29.69283635,NA,25.452377,6.936016008,8.326384521,6.331593221,4.353593823,7.45669236,29.88630076,41.11325759,319.7875988,108.8105843,114.3449777,42536.59245,1430.224845,132403.7098,11.24740451,14.57236733,4390.654275
"Amsterdam, Netherlands",04/05/2024,11:00:00,15.42828899,NA,5.802339256,10.47234395,8.097733185,8.681508757,6.770715368,5.599580912,78.25458891,32.72755828,236.7288138,107.3770431,106.1313379,73039.91672,624.8180526,80009.48199,14.14894714,6.127061617,2954.680677
"Amsterdam, Netherlands",04/05/2024,12:00:00,9.101476644,NA,5.376756002,17.69655083,9.157820867,13.44417215,10.82563615,6.107529172,77.47025904,35.06149608,252.6156552,180.3684369,158.6422924,42229.77017,1518.62229,142235.6832,25.865825,7.457448592,4446.219486
"Amsterdam, Netherlands",04/05/2024,13:00:00,13.17304418,NA,14.74889275,5.53394949,6.453377647,10.18124311,17.4224197,4.209507542,61.7818499,33.38958857,356.5928795,168.8265494,112.7802406,55410.2058,790.0061465,50191.13889,8.641760856,7.782535633,2652.924655
